datetime,open,close,high,low,volume,money
2023-01-03,6070.08,6251.98,6266.41,6042.3,701967500.0,14857724700.0
2023-01-04,6265.36,6215.93,6297.79,6171.0,743581300.0,15103632100.0
2023-01-05,6216.45,6274.37,6285.34,6187.72,613195600.0,12712288700.0
2023-01-06,6262.6,6258.19,6299.35,6229.68,635734800.0,12910168700.0
2023-01-09,6271.8,6297.0,6368.33,6265.03,571964900.0,12506404100.0
2023-01-10,6302.27,6323.65,6357.47,6272.67,525053600.0,11138850200.0
2023-01-11,6323.52,6244.38,6361.25,6229.0,610977700.0,12930039800.0
2023-01-12,6242.16,6275.91,6305.4,6201.28,507159400.0,10897903400.0
2023-01-13,6295.74,6256.56,6295.74,6207.68,408478600.0,9037425200.0
2023-01-16,6256.93,6407.48,6456.65,6256.93,717361500.0,15803680000.0
2023-01-17,6411.07,6486.4,6509.48,6404.84,640643500.0,14485145300.0
2023-01-18,6494.89,6556.84,6586.59,6473.25,608700800.0,13886469000.0
2023-01-19,6551.19,6726.75,6727.13,6538.7,748196300.0,16812852600.0
2023-01-20,6734.66,6753.0,6801.96,6721.2,695992600.0,16395405800.0
2023-01-30,6869.31,6854.22,6906.89,6833.66,1022567200.0,22572667500.0
2023-01-31,6810.35,6734.76,6842.04,6727.09,755396100.0,17007437400.0
2023-02-01,6750.87,6859.51,6865.65,6744.99,972865700.0,19595617800.0
2023-02-02,6887.48,6895.14,6977.94,6885.1,912784200.0,21353777900.0
2023-02-03,6883.68,6972.23,6994.26,6818.66,869345500.0,20119230500.0
2023-02-06,6949.51,6956.64,7020.07,6899.47,866317100.0,19428024000.0
2023-02-07,6942.81,6933.32,6963.17,6882.77,849875300.0,19006104200.0
2023-02-08,6938.86,6833.13,6971.79,6830.04,753842500.0,17140197900.0
2023-02-09,6802.0,7074.64,7076.8,6777.55,1101621200.0,24594579400.0
2023-02-10,7064.78,7025.91,7113.18,6971.76,959497800.0,22178948400.0
2023-02-13,7008.36,7076.42,7126.07,6997.52,948703700.0,22336660800.0
2023-02-14,7080.59,7057.53,7178.16,7030.65,1054625900.0,25170469500.0
2023-02-15,7049.31,7192.76,7197.91,7033.16,1201703100.0,26491088700.0
2023-02-16,7179.53,7054.9,7281.56,6997.54,1612878000.0,33986308400.0
2023-02-17,7041.97,6796.92,7051.86,6796.92,1145513800.0,25536995100.0
2023-02-20,6810.09,6923.9,6935.04,6753.62,901981400.0,19454726000.0
2023-02-21,6915.11,6897.2,7010.7,6844.88,870892100.0,17566745700.0
2023-02-22,6848.27,6936.13,6951.33,6824.59,760445400.0,18096073100.0
2023-02-23,6924.57,6854.2,6929.99,6813.71,867097700.0,18951209900.0
2023-02-24,6877.55,6872.25,6935.03,6828.43,865905900.0,18663502700.0
2023-02-27,6833.07,6773.39,6864.73,6751.96,785037600.0,16723663900.0
2023-02-28,6842.01,6841.31,6925.39,6761.84,901699500.0,19327346500.0
2023-03-01,6831.3,7006.48,7032.34,6825.33,1351524000.0,27594824300.0
2023-03-02,7004.43,6973.67,7036.15,6962.48,1082368200.0,23625586000.0
2023-03-03,7004.5,7000.77,7034.28,6910.01,1143370000.0,27020080500.0
2023-03-06,6997.51,6996.14,7031.11,6965.29,945110800.0,23960241300.0
2023-03-07,6985.57,6794.57,7011.3,6793.95,992280700.0,21568626200.0
2023-03-08,6786.53,6922.34,6922.34,6784.36,819867800.0,19125991600.0
2023-03-09,6919.77,6947.05,6974.65,6872.98,752112800.0,18257910000.0
2023-03-10,6892.56,6912.21,6995.43,6881.85,907630400.0,20309282200.0
2023-03-13,6877.1,7008.74,7008.74,6868.77,1175608400.0,24596236300.0
2023-03-14,6989.11,7038.95,7076.03,6884.32,1229283400.0,29581786600.0
2023-03-15,7057.54,7013.3,7137.39,7007.07,1037858200.0,24381401300.0
2023-03-16,6968.34,6926.38,7033.71,6912.39,1083667900.0,24516810100.0
2023-03-17,6973.08,7118.76,7163.2,6964.25,1389157300.0,32874090100.0
2023-03-20,7128.89,7140.22,7245.49,7118.91,1398783900.0,33811138700.0
2023-03-21,7130.94,7187.65,7212.29,7095.76,1085045800.0,25502146800.0
2023-03-22,7187.88,7351.31,7351.7,7152.22,1498506200.0,32894413000.0
2023-03-23,7325.31,7571.66,7571.66,7322.48,1734928200.0,45132776900.0
2023-03-24,7606.27,7636.11,7652.52,7468.6,2000347800.0,47787715100.0
2023-03-27,7615.55,7642.54,7685.67,7503.48,1999813000.0,46068044600.0
2023-03-28,7606.08,7513.51,7646.31,7503.73,1988491800.0,43077297200.0
2023-03-29,7514.36,7590.69,7689.47,7406.31,2062562400.0,47289678300.0
2023-03-30,7583.65,7587.51,7651.9,7504.77,1711443500.0,42784935800.0
2023-03-31,7574.97,7724.58,7735.02,7486.24,1788931400.0,40383435200.0
2023-04-03,7810.11,8021.44,8031.76,7810.11,2366530200.0,56826397400.0
2023-04-04,8039.18,8087.2,8196.89,7999.77,2732536600.0,69357750400.0
2023-04-06,8010.11,8181.85,8296.8,8006.3,2647821700.0,69062640800.0
2023-04-07,8173.19,8272.86,8277.1,8095.9,2059148900.0,52046748800.0
2023-04-10,8285.62,7937.46,8296.45,7887.06,2379373500.0,60108726000.0
2023-04-11,7922.15,7907.84,7987.97,7786.82,1924823800.0,50139281300.0
2023-04-12,7890.23,8038.09,8085.88,7843.38,1810854700.0,46870058600.0
2023-04-13,7997.53,7832.05,8019.16,7816.15,1946802100.0,46345301400.0
2023-04-14,7859.21,7919.63,7953.87,7700.79,1838338700.0,46576838100.0
2023-04-17,7902.76,7835.29,7925.89,7796.56,1584610700.0,39670148900.0
2023-04-18,7786.23,7785.95,7847.38,7669.16,1425452700.0,36268779600.0
2023-04-19,7791.05,7840.82,7966.75,7791.05,1762478300.0,49656245800.0
2023-04-20,7835.59,8046.95,8046.95,7835.59,1731216600.0,49413086200.0
2023-04-21,8040.42,7600.4,8040.42,7600.4,2109115000.0,55663879900.0
2023-04-24,7578.8,7491.57,7646.07,7445.81,1547613800.0,41087649900.0
2023-04-25,7452.36,7296.73,7452.36,7212.14,1669608000.0,41317818200.0
2023-04-26,7240.47,7075.43,7297.17,7022.6,1692891400.0,40672138800.0
2023-04-27,7021.49,7050.13,7196.5,6989.62,1384895900.0,33188739900.0
2023-04-28,7021.35,7230.59,7239.97,7021.35,1369751200.0,34600668700.0
2023-05-04,7181.01,7054.69,7218.71,7001.39,1407679400.0,30167277200.0
2023-05-05,7047.72,7017.49,7126.83,6950.63,1276484700.0,29908305800.0
2023-05-08,7017.4,7088.03,7106.05,6973.9,1237781900.0,26671500500.0
2023-05-09,7075.73,7032.28,7181.91,7023.96,1365837600.0,28830464900.0
2023-05-10,6995.77,6971.53,7059.13,6904.06,1153179700.0,26173253700.0
2023-05-11,6999.98,6949.88,7040.39,6944.56,1060895400.0,22451917000.0
2023-05-12,6950.8,6895.2,7006.82,6888.49,1058170200.0,22101730800.0
2023-05-15,6902.94,6930.16,6930.16,6768.06,1155237700.0,25140207700.0
2023-05-16,6923.52,6848.55,6934.42,6805.98,1208927300.0,24560512000.0
