datetime,open,close,high,low,volume,money
2023-01-03,37.16,37.18,37.5,36.81,3413167.0,126545730.0
2023-01-04,37.32,36.9,37.57,36.51,3814842.0,140893849.0
2023-01-05,36.8,37.39,37.48,36.56,3341142.0,124208918.0
2023-01-06,37.45,37.46,38.3,37.15,2814251.0,106055297.0
2023-01-09,37.54,37.84,37.95,37.45,2110800.0,79612115.0
2023-01-10,37.85,37.62,38.16,37.51,2442913.0,92258823.0
2023-01-11,37.52,37.78,38.21,37.52,2632344.0,99822945.0
2023-01-12,37.79,37.57,38.18,37.26,1928169.0,72623705.0
2023-01-13,37.65,37.94,38.18,37.5,1894666.0,71871732.0
2023-01-16,38.05,38.53,38.91,38.05,2882573.0,111193500.0
2023-01-17,38.59,37.96,40.3,37.81,4957422.0,193040457.0
2023-01-18,38.15,38.0,38.32,37.78,2065362.0,78467524.0
2023-01-19,37.99,37.7,38.02,37.46,1626128.0,61398978.0
2023-01-20,37.85,37.92,38.45,37.46,2551133.0,96664132.0
2023-01-30,38.06,37.55,38.17,37.1,2765740.0,104111691.0
2023-01-31,37.5,37.11,37.63,37.11,2079281.0,77416536.0
2023-02-01,37.12,36.9,37.26,36.42,4085470.0,150025775.0
2023-02-02,36.9,38.75,38.94,36.79,6342219.0,241730938.0
2023-02-03,38.73,37.92,38.73,37.59,4207206.0,160304395.0
2023-02-06,37.83,37.35,38.11,37.21,2351926.0,88167991.0
2023-02-07,37.35,37.02,37.67,36.67,2790825.0,103433937.0
2023-02-08,37.01,37.06,37.23,36.83,1195802.0,44309233.0
2023-02-09,37.07,37.33,37.36,36.82,1762902.0,65541096.0
2023-02-10,37.33,37.09,37.57,36.76,2340765.0,86928068.0
2023-02-13,37.09,37.25,37.48,37.0,1517583.0,56466511.0
2023-02-14,37.37,37.57,37.59,37.26,1998464.0,74842550.0
2023-02-15,37.65,37.2,37.65,37.1,1664051.0,61979444.0
2023-02-16,37.11,37.23,38.24,37.03,3810854.0,143421833.0
2023-02-17,37.28,37.4,37.44,36.91,2389283.0,88922396.0
2023-02-20,37.41,38.23,38.4,37.41,3914870.0,148605464.0
2023-02-21,38.52,38.33,39.14,37.98,2836449.0,109028390.0
2023-02-22,38.21,38.33,38.47,37.92,1862149.0,71042662.0
2023-02-23,38.34,38.19,38.83,38.13,1561444.0,59904044.0
2023-02-24,38.17,38.26,38.33,37.96,1215787.0,46377277.0
2023-02-27,38.44,38.05,38.64,37.92,1204529.0,45938702.0
2023-02-28,37.96,38.21,38.23,37.75,1299869.0,49404538.0
2023-03-01,38.24,38.33,38.45,38.19,1598424.0,61299607.0
2023-03-02,38.21,37.98,38.48,37.95,1067179.0,40668494.0
2023-03-03,37.81,37.76,38.81,37.44,2284980.0,86766745.0
2023-03-06,37.93,37.27,37.93,37.27,1733769.0,64793297.0
2023-03-07,37.41,36.99,37.59,36.96,1510231.0,56186182.0
2023-03-08,36.99,37.21,37.24,36.71,786284.0,29113472.0
2023-03-09,37.11,37.29,37.48,37.09,779013.0,29075441.0
2023-03-10,37.01,37.15,37.37,36.82,1019827.0,37763237.0
2023-03-13,37.12,37.01,37.13,36.67,1157289.0,42709295.0
2023-03-14,37.01,35.66,37.18,35.45,2492086.0,89867539.0
2023-03-15,35.88,36.06,36.76,35.86,1544324.0,56128037.0
2023-03-16,36.13,36.06,36.9,35.93,1804895.0,65726189.0
2023-03-17,36.2,35.81,36.47,35.75,1388498.0,50075808.0
2023-03-20,35.85,35.15,35.88,34.76,1876712.0,66028682.0
2023-03-21,35.15,35.82,35.88,35.15,953830.0,33969594.0
2023-03-22,36.04,35.43,36.27,34.87,1661984.0,59067049.0
2023-03-23,35.42,35.13,35.62,35.13,957468.0,33789095.0
2023-03-24,35.25,34.22,35.54,34.08,3099858.0,107427251.0
2023-03-27,34.22,34.76,34.91,33.78,2759373.0,95432339.0
2023-03-28,34.76,34.58,35.43,34.47,1411740.0,49108880.0
2023-03-29,34.58,34.71,34.86,34.34,1622091.0,56215837.0
2023-03-30,34.59,35.09,35.11,34.5,1238522.0,43204943.0
2023-03-31,35.09,35.14,35.34,34.98,939538.0,33027559.0
2023-04-03,35.14,35.05,35.23,34.18,1754519.0,61485715.0
2023-04-04,35.14,35.08,35.25,34.93,1102561.0,38678976.0
2023-04-06,34.99,34.99,35.33,34.86,1451092.0,50832588.0
2023-04-07,35.04,35.48,35.58,34.96,1326718.0,47023539.0
