datetime,open,close,high,low,volume,money
2023-01-03,10.32,11.06,11.2,10.28,23841431.0,259174052.0
2023-01-04,11.05,10.6,11.21,10.55,24988017.0,268699624.0
2023-01-05,10.62,10.86,11.06,10.49,23876532.0,258455640.0
2023-01-06,10.85,11.08,11.25,10.77,20497773.0,227346599.0
2023-01-09,11.27,11.18,11.49,11.11,20508086.0,231359199.0
2023-01-10,11.14,11.54,11.6,11.1,23239415.0,266121199.0
2023-01-11,11.56,11.45,11.87,11.43,21912998.0,255030755.0
2023-01-12,11.42,11.67,11.8,11.4,16127408.0,188317400.0
2023-01-13,11.72,11.5,11.85,11.37,15009669.0,173099110.0
2023-01-16,11.49,11.72,11.87,11.37,21398296.0,250238031.0
2023-01-17,11.76,11.89,11.98,11.66,15197902.0,180448402.0
2023-01-18,11.95,12.26,12.45,11.81,24918899.0,305033203.0
2023-01-19,12.12,11.96,12.16,11.83,22117178.0,264428104.0
2023-01-20,11.97,12.1,12.15,11.95,12426462.0,149743891.0
2023-01-30,12.6,12.71,12.85,12.45,37696660.0,478275054.0
2023-01-31,12.61,12.77,12.8,12.4,20857633.0,263197008.0
2023-02-01,12.8,12.87,12.95,12.57,27782506.0,354570030.0
2023-02-02,12.93,12.84,13.43,12.75,35467793.0,463761958.0
2023-02-03,12.83,12.93,13.25,12.58,25560467.0,328199986.0
2023-02-06,12.72,13.28,13.41,12.7,35375023.0,464833470.0
2023-02-07,13.2,13.53,13.81,13.15,32311523.0,437775087.0
2023-02-08,13.49,13.45,13.75,13.38,23726095.0,321352238.0
2023-02-09,13.39,13.58,13.64,13.36,16611931.0,224607506.0
2023-02-10,13.51,13.52,13.8,13.42,18418937.0,250450307.0
2023-02-13,13.43,13.3,13.57,13.22,30256502.0,404059993.0
2023-02-14,13.35,13.15,13.42,13.07,19463606.0,257144788.0
2023-02-15,13.15,13.25,13.35,13.11,17626110.0,233245322.0
2023-02-16,13.23,12.82,13.28,12.7,23162728.0,301705288.0
2023-02-17,12.83,12.58,12.96,12.52,17617166.0,223178098.0
2023-02-20,12.54,12.75,12.86,12.47,15887430.0,201005234.0
2023-02-21,12.82,12.79,13.0,12.67,14256943.0,182994449.0
2023-02-22,12.68,12.68,12.78,12.53,10832965.0,137157350.0
2023-02-23,12.67,12.63,12.85,12.59,10885282.0,137854590.0
2023-02-24,12.65,12.5,12.7,12.35,14543829.0,181652190.0
2023-02-27,12.45,12.45,12.59,12.37,13656600.0,170297087.0
2023-02-28,12.56,12.55,12.82,12.43,16574831.0,208734725.0
2023-03-01,12.6,12.55,12.72,12.46,15631071.0,196870369.0
2023-03-02,12.61,12.33,12.62,12.28,12185267.0,151126430.0
2023-03-03,12.38,12.27,12.46,12.25,10751548.0,132723251.0
2023-03-06,12.31,12.28,12.43,12.25,9389417.0,115907091.0
2023-03-07,12.37,11.82,12.37,11.8,16637840.0,200295637.0
2023-03-08,11.77,12.0,12.04,11.74,11507688.0,137540092.0
2023-03-09,11.98,11.92,12.03,11.85,7726020.0,92247605.0
2023-03-10,11.82,11.8,12.03,11.74,11350123.0,134626476.0
2023-03-13,11.77,11.94,12.0,11.61,16318113.0,193002880.0
2023-03-14,11.9,12.08,12.23,11.81,18320368.0,220385241.0
2023-03-15,12.07,12.08,12.67,12.05,27663330.0,340406592.0
2023-03-16,12.08,11.7,12.27,11.7,13069573.0,155749241.0
2023-03-17,11.69,11.93,12.07,11.63,18598335.0,220767017.0
2023-03-20,11.89,12.31,12.56,11.73,27233873.0,331627199.0
2023-03-21,12.27,12.39,12.51,12.15,19330200.0,238644222.0
2023-03-22,12.38,12.59,12.65,12.29,22069305.0,276251927.0
2023-03-23,12.54,12.8,12.85,12.48,21985614.0,279260611.0
2023-03-24,13.3,14.14,14.84,13.2,86290608.0,1219001738.0
2023-03-27,14.12,14.5,14.79,13.95,74150233.0,1063423445.0
2023-03-28,14.3,13.83,14.37,13.78,42775069.0,599596458.0
2023-03-29,13.78,13.66,13.99,13.61,29499931.0,407265817.0
2023-03-30,14.38,13.95,14.5,13.53,52506878.0,729464010.0
2023-03-31,13.4,13.55,13.75,13.14,45577717.0,611769823.0
2023-04-03,13.6,13.56,13.63,13.25,38941559.0,524363937.0
2023-04-04,13.57,14.0,14.2,13.46,57445508.0,796154275.0
2023-04-06,14.01,14.25,14.65,13.78,58192663.0,823994509.0
2023-04-07,14.13,14.0,14.38,13.97,33728622.0,475440534.0
2023-04-10,14.0,13.7,14.31,13.58,31516465.0,440233013.0
2023-04-11,13.59,13.65,13.92,13.44,26642127.0,364253936.0
2023-04-12,14.23,14.15,14.38,13.84,38524717.0,543604148.0
2023-04-13,14.0,13.56,14.09,13.44,28202636.0,387553629.0
2023-04-14,13.58,13.47,13.66,13.15,25219525.0,338846726.0
2023-04-17,13.42,13.18,13.47,13.09,18628977.0,246441387.0
2023-04-18,13.08,13.12,13.33,12.8,19848898.0,258634203.0
2023-04-19,13.13,13.2,13.67,13.1,21496220.0,286505424.0
2023-04-20,13.17,13.31,13.39,13.16,13612579.0,180774272.0
2023-04-21,13.21,12.36,13.28,12.34,26988835.0,342617910.0
2023-04-24,12.35,12.49,12.71,12.25,20402610.0,255332248.0
2023-04-25,12.37,12.1,12.52,11.94,21780526.0,265306642.0
2023-04-26,12.09,11.77,12.28,11.7,19866555.0,237176928.0
2023-04-27,11.71,11.27,11.77,11.12,29710018.0,338389451.0
2023-04-28,11.19,11.42,11.55,11.19,18362144.0,209597192.0
2023-05-04,11.36,11.35,11.55,11.16,29792000.0,337481214.0
2023-05-05,11.31,11.43,11.46,11.16,20733772.0,234887717.0
2023-05-08,11.41,11.89,12.04,11.33,36028552.0,425114938.0
2023-05-09,11.89,13.51,14.27,11.89,110695203.0,1486878187.0
2023-05-10,13.77,14.03,14.17,13.51,85184237.0,1184182019.0
2023-05-11,14.04,13.95,14.38,13.78,61388111.0,863100595.0
2023-05-12,14.1,13.25,14.1,12.85,72504440.0,966638937.0
2023-05-15,13.51,13.46,13.78,12.85,66335107.0,879008924.0
2023-05-16,13.97,13.9,14.45,13.28,105972781.0,1464511967.0
